"Nome da campanha","Nome do conjunto de anúncios","Nome da conta","Nome do anúncio",Dia,Plataforma,Posicionamento,"Plataforma do dispositivo","Veiculação do anúncio",Alcance,Impressões,"Cliques (todos)",Moeda,"CPC (todos)","Valor usado (BRL)",Início,Término,Frequência,Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Configuração de atribuição","Taxa de compras por visualizações da página de destino","Taxa de compras por cliques no link","Taxa de visualizações da página de destino por cliques no link","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do conjunto de anúncios","Veiculação da campanha","CTR (taxa de cliques no link)","Adições ao carrinho","Orçamento da campanha","Tipo de orçamento da campanha","Nome da campanha","URL do site","Início dos relatórios","Término dos relatórios"
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-22,facebook,"Notificações do Facebook",mobile_app,inactive,1,1,0,BRL,,0.01,2025-11-11,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-22,facebook,Feed,mobile_app,inactive,10,12,4,BRL,0.1025,0.41,2025-11-03,Contínuo,1.2,,,,3,0.13666667,34.16666667,33.33333333,12,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,41,inactive,inactive,25,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-22,instagram,Explorar,mobile_app,inactive,1,1,0,BRL,,0,2025-11-11,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-22,instagram,"Instagram Stories",mobile_app,inactive,6,7,0,BRL,,0.15,2025-11-03,Contínuo,1.16666667,,,,,,21.42857143,0,7,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,25,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-22,instagram,Feed,mobile_app,inactive,1545,1828,49,BRL,1.58102041,77.47,2025-11-11,Contínuo,1.18317152,1,77.47,83.65,38,2.03868421,42.37964989,2.68052516,1830,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,50.14239482,inactive,inactive,2.07877462,9,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-22,instagram,Feed,mobile_app,inactive,70,74,3,BRL,0.71333333,2.14,2025-11-03,Contínuo,1.05714286,,,,3,0.71333333,28.91891892,4.05405405,74,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,30.57142857,inactive,inactive,4.05405405,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,"Facebook Stories",mobile_app,inactive,8,8,1,BRL,0.24993586,0.24993586,2025-11-03,Contínuo,1,,,,1,0.24993586,31.24198307,12.5,8,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,31.24198307,inactive,inactive,12.5,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-22,instagram,"Instagram Reels",mobile_app,inactive,1,1,0,BRL,,0.25,2025-11-03,Contínuo,1,,,,,,250,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,250,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,instagram,Feed,mobile_app,inactive,1071,1143,34,BRL,0.86536618,29.42244997,2025-11-03,Contínuo,1.06722689,1,29.42244997,79.58,29,1.01456724,25.74142605,2.97462817,1145,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,27.47194209,inactive,inactive,2.53718285,4,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,4,5,1,BRL,0.10997178,0.10997178,2025-11-03,Contínuo,1.25,,,,1,0.10997178,21.99435608,20,13,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,27.4929451,inactive,inactive,20,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,instagram,"Instagram Stories",mobile_app,inactive,69,95,10,BRL,0.15995895,1.59958953,2025-11-03,Contínuo,1.37681159,,,,6,0.26659826,16.83778456,10.52631579,95,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,23.182457,inactive,inactive,6.31578947,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,Feed,mobile_app,inactive,226,244,12,BRL,0.45321703,5.43860441,2025-11-03,Contínuo,1.07964602,,,,12,0.45321703,22.28936235,4.91803279,244,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,24.06462129,inactive,inactive,4.91803279,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,Feed,mobile_web,inactive,2,4,2,BRL,0.03499102,0.06998204,2025-11-03,Contínuo,2,,,,2,0.03499102,17.49551052,50,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,34.99102104,inactive,inactive,50,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,Feed,desktop,inactive,11,12,1,BRL,0.43988712,0.43988712,2025-11-03,Contínuo,1.09090909,,,,1,0.43988712,36.65726013,8.33333333,12,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,39.98973833,inactive,inactive,8.33333333,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,"Facebook Reels",mobile_app,inactive,22,23,3,BRL,0.27659569,0.82978707,2025-11-03,Contínuo,1.04545455,,,,2,0.41489354,36.07769871,13.04347826,23,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,37.7175941,inactive,inactive,8.69565217,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,instagram,Explorar,mobile_app,inactive,3,3,0,BRL,,0.01999487,2025-11-03,Contínuo,1,,,,,,6.66495639,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,6.66495639,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,Marketplace,mobile_app,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,audience_network,"Vídeo com incentivo",mobile_app,inactive,2,4,0,BRL,,0.17995382,2025-11-03,Contínuo,2,,,,,,44.98845562,0,20,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,89.97691124,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,facebook,"Feed do perfil do Facebook",mobile_app,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-22,facebook,Feed,mobile_app,inactive,12,12,2,BRL,1.05,2.1,2025-11-03,Contínuo,1,,,,1,2.1,175,16.66666667,12,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,175,inactive,inactive,8.33333333,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-22,facebook,"Facebook Stories",mobile_app,inactive,1,1,1,BRL,0.27,0.27,2025-11-03,Contínuo,1,,,,1,0.27,270,100,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,270,inactive,inactive,100,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-22,instagram,"Instagram Reels",mobile_app,inactive,24,25,0,BRL,,0.60984351,2025-11-03,Contínuo,1.04166667,,,,,,24.39374038,0,25,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,25.41014623,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-22,facebook,"Facebook Reels",mobile_app,inactive,3,4,0,BRL,,0.17,2025-11-03,Contínuo,1.33333333,,,,,,42.5,0,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,56.66666667,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-22,2025-11-22
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,facebook,Feed,desktop,inactive,1,1,0,BRL,,0.12,2025-11-03,Contínuo,1,,,,,,120,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,120,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,Feed,mobile_app,inactive,1103,1371,56,BRL,1.2535925,70.2011799,2025-11-11,Contínuo,1.24297371,1,70.2011799,85.83,45,1.56002622,51.20436171,4.08460977,1366,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,63.64567534,inactive,inactive,3.28227571,5,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,Feed,mobile_app,inactive,875,1015,68,BRL,0.89399469,60.79163918,2025-11-11,Contínuo,1.16,1,60.79163918,86.23,60,1.01319399,59.89324057,6.69950739,1016,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,69.47615906,inactive,inactive,5.91133005,2,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,Feed,desktop,inactive,75,83,3,BRL,2.47250698,7.41752093,2025-11-11,Contínuo,1.10666667,,,,1,7.41752093,89.36772209,3.61445783,83,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,98.90027912,inactive,inactive,1.20481928,5,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,instagram,"Instagram Reels",mobile_app,inactive,3,3,1,BRL,0.08,0.08,2025-11-03,Contínuo,1,,,,,,26.66666667,33.33333333,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,26.66666667,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,facebook,"Facebook Reels",mobile_app,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,instagram,"Instagram Stories",mobile_app,inactive,5,5,0,BRL,,0.11,2025-11-03,Contínuo,1,,,,,,22,0,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,22,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,instagram,Feed,mobile_app,inactive,66,69,0,BRL,,1.65,2025-11-03,Contínuo,1.04545455,,,,,,23.91304348,0,69,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,25,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",CRS_CatCamis_LAL12_BF40OFF_v2,2025-11-21,facebook,Feed,mobile_app,inactive,11,11,2,BRL,0.14,0.28,2025-11-03,Contínuo,1,,,,2,0.14,25.45454545,18.18181818,11,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,25.45454545,inactive,inactive,18.18181818,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,"Instagram Stories",mobile_app,inactive,189,289,16,BRL,0.45733871,7.31741944,2025-11-11,Contínuo,1.52910053,,,,10,0.73174194,25.31979044,5.53633218,288,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,38.71650496,inactive,inactive,3.46020761,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,audience_network,"Vídeo com incentivo",mobile_app,inactive,17,20,9,BRL,0.27138628,2.44247653,2025-11-11,Contínuo,1.17647059,,,,9,0.27138628,122.12382644,45,59,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,143.67508993,inactive,inactive,45,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,"Facebook Stories",mobile_app,inactive,28,33,0,BRL,,1.98200964,2025-11-11,Contínuo,1.17857143,,,,,,60.06089825,0,33,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,70.78605865,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,"Facebook Reels",mobile_app,inactive,107,132,7,BRL,0.46046689,3.22326821,2025-11-11,Contínuo,1.23364486,,,,6,0.53721137,24.41869853,5.3030303,132,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,30.12400193,inactive,inactive,4.54545455,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,"Instagram Reels",mobile_app,inactive,88,97,5,BRL,0.68069018,3.4034509,2025-11-11,Contínuo,1.10227273,,,,3,1.13448363,35.08712269,5.15463918,97,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,38.67557842,inactive,inactive,3.09278351,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,7,20,1,BRL,0.61061913,0.61061913,2025-11-11,Contínuo,2.85714286,,,,1,0.61061913,30.53095661,5,45,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,87.2313046,inactive,inactive,5,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,Marketplace,desktop,inactive,1,1,0,BRL,,0.01001015,2025-11-11,Contínuo,1,,,,,,10.01014971,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10.01014971,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,"Página inicial do Explorar",mobile_app,inactive,1,1,0,BRL,,0.01001015,2025-11-11,Contínuo,1,,,,,,10.01014971,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10.01014971,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,Feed,mobile_web,inactive,18,21,0,BRL,,0.24024359,2025-11-11,Contínuo,1.16666667,,,,,,11.4401711,0,21,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,13.34686628,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,Marketplace,mobile_app,inactive,7,7,0,BRL,,0.0600609,2025-11-11,Contínuo,1,,,,,,8.58012832,0,7,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,8.58012832,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,facebook,"Feed do perfil do Facebook",mobile_app,inactive,4,4,0,BRL,,0.05005075,2025-11-11,Contínuo,1,,,,,,12.51268714,0,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,12.51268714,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,Explorar,mobile_app,inactive,3,5,2,BRL,0.01501522,0.03003045,2025-11-11,Contínuo,1.66666667,,,,,,6.00608982,40,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10.01014971,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD",CRS_CatFull_BF40OFF_v1,2025-11-21,instagram,Feed,desktop,inactive,2,2,0,BRL,,0.01001015,2025-11-11,Contínuo,1,,,,,,5.00507485,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,5.00507485,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-21,facebook,"Facebook Stories",mobile_app,inactive,3,3,0,BRL,,0.49,2025-11-03,Contínuo,1,,,,,,163.33333333,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,163.33333333,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_BF40OFF_v1,2025-11-21,facebook,"Facebook Reels",mobile_app,inactive,4,5,0,BRL,,0.33,2025-11-03,Contínuo,1.25,,,,,,66,0,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,82.5,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1611988929770905,2025-11-21,2025-11-21
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD",CRS_IMG+CatCamisetas_Broad_BF40OFF_v1,2025-11-21,facebook,Feed,desktop,inactive,12,14,1,BRL,0.44246369,0.44246369,2025-11-03,Contínuo,1.16666667,,,,,,31.60454943,7.14285714,14,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,36.87197434,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-11-21,2025-11-21
